,img_name,base,base color R,base color G,base color B,specular,specular color R,specular color G,specular color B,specular roughness,metalness
4022,4022.bmp,0.09930132672981584,0.0682904642470108,0.23621375844408699,0.4971414376011202,0.16582120778430398,0.7473881041056174,0.7316118349355464,0.2932785318703215,0.002359191495607149,0.03795909434846667
4023,4023.bmp,0.6453963043512068,0.8016033164097849,0.22958806057033687,0.15899245205721035,0.24230295291929616,0.02827554351587902,0.611811006049726,0.7082975058983442,0.6732189280244012,0.49286256572288156
4024,4024.bmp,0.7154139499133899,0.3983958137323279,0.8911723355189829,0.706716565667299,0.14778742231065256,0.4078330169549518,0.26421825921304254,0.5452906537382928,0.2736740069387823,0.5364748133851639
4025,4025.bmp,0.6531602806124704,0.2452545044581621,0.052397664431370394,0.44335810084558225,0.5433396248974702,0.01083640839339528,0.7087856910389626,0.8319216936383748,0.8659943871809884,0.5195594354483974
4026,4026.bmp,0.20072570441614168,0.8627017601938304,0.33135620286018064,0.18615268707653532,0.8419260590516228,0.7970404682139015,0.6323052207473754,0.018890797731948017,0.5250253069717783,0.9106262474694473
4027,4027.bmp,0.41570054654663,0.41736891080275385,0.6243481898530402,0.48718541523537684,0.2844811990707685,0.18543543314197863,0.7062132768296326,0.34011385995093224,0.08134762283223773,0.16678416632570225
4028,4028.bmp,0.4629902187535465,0.5129293890395205,0.11057506164304942,0.04356419573474468,0.6436591646671261,0.24625466477357505,0.9519467447512155,0.6673524688948452,0.1393393402725127,0.002208604672900516
4029,4029.bmp,0.6951777126660249,0.5000075807822827,0.23826417625429763,0.19391565399861277,0.5276701288093294,0.6626587295161536,0.9466976257639741,0.5489593173559071,0.11232176835007701,0.7429437384993357
4030,4030.bmp,0.19926300220155047,0.5010868402323312,0.5336185693917145,0.9931487546760115,0.3916701422036716,0.4259665849992875,0.06599840374986332,0.16017588031419883,0.923774430802661,0.17759973293744746
4031,4031.bmp,0.0017563536666355128,0.49112630507252963,0.7868189254327315,0.19986059215575125,0.10722696026824607,0.33143253791132854,0.9525988064914374,0.168919650953002,0.20692683883842689,0.328654550547128
4032,4032.bmp,0.5888138323754479,0.9935635006745912,0.9693055220557522,0.5266684846823447,0.6423993124391417,0.8647093592928026,0.0011870165896223916,0.8673694994276885,0.9567577191867476,0.36354687208057623
4033,4033.bmp,0.5432709155127129,0.7533825358529813,0.10074626216502691,0.0020501166712573182,0.18460874753606016,0.19611811755430508,0.5612084529413857,0.6079786723891502,0.45593788463224383,0.39864320910302753
4034,4034.bmp,0.5548233454567243,0.12466818513518796,0.29028809876909367,0.5404293490062773,0.968859173018475,0.2701335410648219,0.6081498045943039,0.3848602518805121,0.278770105950812,0.22136910642411745
4035,4035.bmp,0.3525163625292599,0.6698302981173893,0.017055058591974093,0.8437368198645461,0.8543471816564114,0.22133718680019998,0.5818345254088572,0.2677607953858301,0.524765815543983,0.9276647114562164
4036,4036.bmp,0.8691227249876282,0.11494750147969002,0.5824399647262811,0.8647800363405137,0.8522196913117632,0.2812616051213058,0.8622055041213916,0.7529999817625717,0.6658250077000539,0.7073545885466461
4037,4037.bmp,0.2077287797409081,0.08147667694577632,0.47956227540647633,0.18436410659620328,0.33995365401086,0.7601153708446041,0.7971241289508253,0.14488092253743512,0.9810339836610699,0.5293073174152177
4038,4038.bmp,0.860080610716438,0.851934145467945,0.25502234242609,0.061317084019461676,0.9618474818724069,0.6257652642129128,0.7370105688689322,0.6155077745189949,0.02939997109207504,0.2880715931100756
4039,4039.bmp,0.2510633016791567,0.6633334322916514,0.06844572957703021,0.9320472845039709,0.005327334484266366,0.24637395697236686,0.6644445356186909,0.990036312349221,0.9373431175992049,0.8174245942482251
4040,4040.bmp,0.4130083495253596,0.9643437862812558,0.8491366285695964,0.7728920103998475,0.8830070749197838,0.10436123812956821,0.5995615919307484,0.8739172613433652,0.39639408487231975,0.12311367979031462
4041,4041.bmp,0.2673432248993797,0.41084811337066063,0.4022790576738059,0.3065493211146558,0.3945690356972219,0.7174922558335171,0.1661069632266874,0.8435095271531687,0.08538274782744804,0.7285250999143169
4042,4042.bmp,0.10201168214240641,0.006295164932416553,0.06638130475327064,0.772705343269279,0.7184212775158234,0.09757075093175338,0.9264829756108721,0.8543826501261643,0.8607857786276302,0.1336174993006226
4043,4043.bmp,0.3165536066250083,0.4314664712681301,0.24247627665579552,0.6445930072049594,0.6909167803622774,0.8604091986013743,0.9020963414730406,0.612789928955724,0.8450746713128906,0.6888224136281421
4044,4044.bmp,0.23960384439404847,0.2489050921606717,0.8160107950457626,0.1374103624664651,0.46634181013746445,0.025317339312828424,0.9211956582821968,0.39795242497773853,0.1986690447810857,0.15998458663386483
4045,4045.bmp,0.24391884089371185,0.33176050023542103,0.30149360173051276,0.3260754679463955,0.8231782841457566,0.728275316351214,0.593470918573926,0.5877299721631654,0.19545232731099105,0.1608582026428509
4046,4046.bmp,0.41230463767623104,0.2607615420691657,0.8589121780410685,0.6727774338281345,0.5204777699043547,0.6800180281832445,0.7114869070525356,0.2563620965167469,0.07179840283765537,0.724469468977667
4047,4047.bmp,0.44289806986791613,0.3182647316925121,0.25757841978335183,0.7943964272852314,0.10211666741691494,0.04449684040735169,0.2544137273529328,0.8324460778372479,0.11805020648178488,0.17637415535562684
4048,4048.bmp,0.015255417413459926,0.02379899339293068,0.1331065830470458,0.01903796409976599,0.32010142276316467,0.07032005933624252,0.02021361729345561,0.03090877897718658,0.23616927432666446,0.7477707611297076
4049,4049.bmp,0.28038082234859873,0.6368361402505592,0.8735908954317755,0.059419714912295474,0.15379940901186573,0.9507631911897114,0.08607064321427482,0.8993651656730988,0.8282555368399608,0.5273150532684909
4050,4050.bmp,0.26316420046618694,0.0992511332507483,0.08374530527836199,0.10427192103296712,0.08519192713118828,0.5292160972112512,0.942603737627675,0.8239191117894928,0.09382178811085973,0.08407675290486949
4051,4051.bmp,0.10853042463746032,0.4748033289033442,0.39691016807610724,0.028177506146419673,0.7754444732067446,0.8419497672853402,0.8582340101954877,0.5158328684872163,0.6451800834137408,0.3520742339923548
4052,4052.bmp,0.5896796051416645,0.4237476393093418,0.7610841752918681,0.012917414789113568,0.6018491404267511,0.7870158400502563,0.8290212867818838,0.6643130692023451,0.10155949092702554,0.344564030547334
4053,4053.bmp,0.2737076047394601,0.648037488229863,0.9826049894914718,0.2678081082129934,0.2056139468010335,0.633177538037309,0.1633645940108357,0.7941833514100111,0.8662915628335943,0.1172815245945924
4054,4054.bmp,0.27993672060114505,0.07850816276024775,0.821517246102417,0.8801077877943104,0.8393372829573722,0.798378646625945,0.2031792755912245,0.2915936984997216,0.3979594863130933,0.2647552964642863
4055,4055.bmp,0.6898100071353834,0.13312543809978172,0.5452874936125249,0.06984344544898868,0.4375359809878111,0.443939790812073,0.7976577608206152,0.26994826271608185,0.009211948068854281,0.5146561311736477
4056,4056.bmp,0.5700446771068813,0.3413263090868921,0.2604757413994293,0.3841061257939925,0.5944572409888993,0.32306295113910766,0.9271944576999621,0.5852430987294066,0.5490847902269906,0.27375664689190726
4057,4057.bmp,0.6852329857059496,0.7438619900330252,0.3133489488748058,0.1418213152615515,0.2478413331604622,0.8462601251848517,0.2663643301593852,0.07164163708931381,0.8926326018343792,0.7446491234034356
4058,4058.bmp,0.8737415279706651,0.4762001637669432,0.27097757195869066,0.7906843013042554,0.883666782807536,0.008242121303708494,0.7618158344093502,0.9963193931090265,0.9737831123281727,0.5203203417911887
4059,4059.bmp,0.06016153274304259,0.41040687477716886,0.21459314679409647,0.10092724480947646,0.899643429402606,0.38960390146481083,0.5859260379146279,0.40880659089379645,0.5652108667814436,0.9931518026052484
4060,4060.bmp,0.24942584859866235,0.3563357710356717,0.6771625303199027,0.11624817541197252,0.4002605951595394,0.32486362209479414,0.262763247296107,0.4846299787472833,0.4567044896574849,0.03808155474800112
4061,4061.bmp,0.09997245706640778,0.6811301784199353,0.10903552855057319,0.38875458384515804,0.5180146256648076,0.15501522010036617,0.8402608867659936,0.40485526290127904,0.11456650388216738,0.0886858068829971
4062,4062.bmp,0.21640767468581334,0.3730850898375824,0.1977879657750533,0.0706811906732705,0.4737583153659749,0.30838140521291335,0.486357939559509,0.9517077207435589,0.39387695940805,0.6133958171882182
4063,4063.bmp,0.22375074625569102,0.550454847750374,0.5415140085598942,0.1412006578683741,0.9884486005306414,0.07480949348712485,0.813502417199791,0.051177239114870376,0.7239611973479668,0.7754226683737205
4064,4064.bmp,0.7603359354053891,0.7883868605405677,0.739047709033244,0.3676374901671865,0.33414234892228156,0.1538287151202984,0.7808955859377935,0.46764580156260516,0.7650411936864029,0.5188432348249102
4065,4065.bmp,0.1982910319919522,0.32305651063838714,0.9727315619480574,0.5840154809090797,0.17516654648460617,0.007423817025724144,0.5192389408837708,0.762435680777011,0.6899406059446724,0.6983201137946397
4066,4066.bmp,0.5652551338076366,0.7360574100448869,0.7786104159842444,0.9403903295842772,0.457952925964099,0.9523335155430054,0.5605709295621243,0.6309496727292307,0.47386002893206514,0.2912708616917016
4067,4067.bmp,0.0900288930327865,0.03916633764335775,0.9070491481728846,0.24601154444158246,0.7019748700070322,0.08355796929384085,0.3851656726840622,0.48162603175623586,0.6804430448898385,0.8176937211261217
4068,4068.bmp,0.045942515540030815,0.3239688232162339,0.13788336283093994,0.4002995384403806,0.46526750537419104,0.0465088342011607,0.5166637972121795,0.30631481806011374,0.3752314555167172,0.07837669149833715
4069,4069.bmp,0.7319700647146213,0.6907636312260829,0.3488083800490085,0.11123209403561352,0.3009822957317845,0.03213312715348349,0.1584377789883108,0.007974839388482313,0.7904865877967939,0.7561592189812198
4070,4070.bmp,0.34229611785918945,0.03457824605159576,0.4219042939889197,0.07143724815952357,0.25976537717082226,0.4352215501638399,0.08443015096865891,0.6918699944485681,0.6200137830900955,0.3665610649227623
4071,4071.bmp,0.8149254041576487,0.7187149711275151,0.054224983705703056,0.7665927200532723,0.2952634665449898,0.22416197801249127,0.5260064920867406,0.7896355010737072,0.37206355761471366,0.3552960405065295
4072,4072.bmp,0.5583436139803297,0.09452296410724459,0.2548987833437507,0.41914339034897896,0.05851326752781527,0.4521991823892495,0.5569522371271075,0.09170408855581258,0.34059399434363635,0.07048394860416685
4073,4073.bmp,0.739749023903093,0.27939387306602015,0.02859168086538033,0.5623577523087111,0.0289612150805878,0.9412927201925967,0.7836308824127339,0.764870277195641,0.6602890444697258,0.45622253175072414
4074,4074.bmp,0.917098387583438,0.9414801071658487,0.154755588263499,0.6962468674311474,0.5993696154294004,0.5161016112215993,0.7277507091794297,0.2863392674248494,0.7595049062640012,0.20747321468023294
4075,4075.bmp,0.5873013563984076,0.1047858727262212,0.18069890049711002,0.1565874190504365,0.8095330149132811,0.9844030938395394,0.8545312246020068,0.5564581857160857,0.07821527757180924,0.7052471036454638
4076,4076.bmp,0.2706885507751059,0.15177797515445746,0.3549230100691424,0.8440905332940227,0.8403235978811352,0.17576641659896608,0.5095960116612761,0.7609781365776549,0.7602500834845338,0.14096390632507771
4077,4077.bmp,0.801926575747974,0.9868313773482577,0.39543778566965937,0.1162934085386027,0.8854913750744514,0.9067287437686552,0.32865951375374025,0.7357963260497254,0.0637467152388882,0.8185024445074796
4078,4078.bmp,0.7671936891530904,0.27485926729820165,0.6359249248218415,0.5096508303610835,0.20763860936098844,0.889261826519131,0.938725872669893,0.7541092971864706,0.5555959819501637,0.5196774945429229
4079,4079.bmp,0.21934571686624393,0.69557535577154,0.6093460511607487,0.10322375322778887,0.629288663451829,0.653587331663918,0.4897856844762416,0.009857104551089568,0.6743884775436305,0.2381447364893733
4080,4080.bmp,0.35539437557288267,0.37908132445257303,0.12368101465950898,0.7589587981419412,0.14093567369524296,0.9797150307119905,0.18774098722284283,0.8703480344986904,0.2927342083667598,0.020778748671693603
4081,4081.bmp,0.32677684525604656,0.7961234881025706,0.7954736695020859,0.5815535255787221,0.05117048493186149,0.6609224977360927,0.4554296761068034,0.622588279722196,0.7480476072018432,0.9472994013469382
4082,4082.bmp,0.9278510207202962,0.051126995095890804,0.4738936675317309,0.8530953070973323,0.7028055097436272,0.9176460578283104,0.44035326146896836,0.5978334000011787,0.9111563881044311,0.9912237451828926
4083,4083.bmp,0.7154964049454101,0.5157718290539224,0.692259806088047,0.5531689577201201,0.8373910236365637,0.05073425435761403,0.05255909534470404,0.5906240670397902,0.045442010366154695,0.44475695655887615
4084,4084.bmp,0.6596256460303528,0.6568674986363066,0.5542510040830269,0.18122612739821164,0.8098507712436164,0.2024005425381009,0.013736284022377032,0.6477601902327652,0.33371275746217,0.8323203003905116
4085,4085.bmp,0.10901630181473576,0.03526396901688744,0.03298015769873175,0.3891952049059896,0.48278086396355446,0.9925642037062301,0.9045165772951714,0.05018641454787742,0.9951530649661784,0.2059812623864663
4086,4086.bmp,0.030217988647785243,0.64023783879895,0.8260322104559087,0.003845390777266755,0.7867319288501029,0.17742171738665669,0.13474947109018465,0.2773406784704935,0.843930925564687,0.5928008298017691
4087,4087.bmp,0.4289649320494183,0.3518762310012422,0.44790726783930335,0.20946984323019047,0.9173381745096101,0.006331713765290847,0.9349987847329603,0.5177278880272449,0.8196511489477527,0.8430106079410843
4088,4088.bmp,0.4696635493167378,0.27258748071950534,0.03898957527392233,0.8658590965957087,0.9863082740038722,0.09276859384921132,0.9732283605004342,0.029212448609136188,0.291237257468155,0.6824787616344796
4089,4089.bmp,0.7030750861576675,0.5490275992271924,0.6938096191421423,0.5773440143155633,0.1158093481384933,0.8478019859476535,0.7694222003538917,0.5112863626536772,0.025037783848702255,0.8948874323971068
4090,4090.bmp,0.6398243491237181,0.2088827264311901,0.13371284864668165,0.08107158761289868,0.061650705019019036,0.8480367248892156,0.25867270740656334,0.40998904142288517,0.5484777846922453,0.7960868055506125
4091,4091.bmp,0.5302892848238528,0.4280658970788662,0.5935329191252879,0.12966843518369664,0.6283586481732552,0.41026754403601584,0.023184297822286593,0.8635011899224049,0.9735172470270491,0.14813504748425776
4092,4092.bmp,0.5030390067464535,0.6888137148110793,0.9598683640041108,0.9035148503809869,0.33422079267831095,0.12942739539206494,0.25685438516350023,0.5203297234875703,0.5774645723191945,0.7314568360108775
4093,4093.bmp,0.19609280684146002,0.2831153414183174,0.9206638150079078,0.9068236520245995,0.8046300013968407,0.38008431615918736,0.5149626586471082,0.537207189592287,0.9682469162792406,0.5826904880419779
4094,4094.bmp,0.9206729639382896,0.16183377650220343,0.5735355672646157,0.4566427659126455,0.33649718571014453,0.020398003921326735,0.24788459360609139,0.845952304637628,0.3647433087065777,0.6834539088153936
4095,4095.bmp,0.4951327667335812,0.20009589316051868,0.42359970807589165,0.5147104468277107,0.811110896034042,0.8551787628575949,0.03788202586423295,0.852483029448412,0.1948046548259461,0.3989121876548267
4096,4096.bmp,0.41207898510183805,0.7586701412999176,0.14322233306918286,0.6723474789316995,0.6702735973076559,0.22083316728433489,0.6534491264978614,0.2002727345935401,0.5950445674986978,0.9767347777164681
4097,4097.bmp,0.06808527886641458,0.6068998002719264,0.7318841668118535,0.7650908370394782,0.8248649092650535,0.21495004544462715,0.6947496956553938,0.3188030964679063,0.6956859397384262,0.6149207901087863
4098,4098.bmp,0.4813216961889245,0.03459862890784593,0.40899874329041497,0.4636272243172922,0.7668394222151358,0.7210644404525879,0.31663878280773305,0.8849407729954748,0.8261020305297416,0.15947943533533937
4099,4099.bmp,0.7041760042025063,0.5904741625808214,0.7267493708010917,0.38640162786091314,0.5046171011260304,0.8593572002343715,0.20315115927961758,0.014053037478084396,0.1182315750035211,0.21987913450372387
4100,4100.bmp,0.7440446976861355,0.6182603802930292,0.2574781264932168,0.96781421479123,0.30498209690774536,0.8923800183086497,0.007465953142517745,0.3806508632916522,0.34855529266288976,0.13122781181262866
4101,4101.bmp,0.48097890420267997,0.6815962523052868,0.5501768169155554,0.449952496360708,0.18717794163312007,0.8985806191920622,0.8391257709228582,0.45739929728444817,0.3398869733607377,0.5629634811070939
4102,4102.bmp,0.45711315528002405,0.20380886099872797,0.5964296306917553,0.24507870333919735,0.8889662265910222,0.878878300388233,0.11646008801689745,0.9991825565387291,0.8244439510166071,0.0981849359458059
4103,4103.bmp,0.907219712120167,0.4636011888517809,0.14882100103641804,0.1276113520074299,0.634883455603017,0.7862848726635457,0.6420090782804279,0.3496962000795718,0.15812283712215225,0.4135534966888633
4104,4104.bmp,0.7474285318530997,0.868123943492556,0.7358598868270415,0.3473490227883438,0.42726787518910303,0.18668236445431563,0.7841595736370415,0.5336787071722633,0.8389826956554564,0.3232289616071664
4105,4105.bmp,0.9722104120703686,0.0742447402373041,0.49880240768128037,0.2944346966465836,0.7473902880768055,0.6457363696633136,0.37507057817018163,0.9317997391595692,0.9251202589515981,0.42714510630290536
4106,4106.bmp,0.2285061409806446,0.6084811543541147,0.10860563590494843,0.2639498034786302,0.29963763977348523,0.15877536347971422,0.14719847897958238,0.7946339040766478,0.6286954512171211,0.5351366239043459
4107,4107.bmp,0.7754654776146424,0.044520877571235684,0.18963232405387775,0.4190964360820918,0.7314644264820991,0.7880199157791503,0.9824722714079903,0.7810475488337733,0.7274164493402382,0.019765645796619102
4108,4108.bmp,0.5268740228551528,0.4893471290995015,0.7344113694527995,0.142969336649173,0.8913566191293391,0.1345690345506323,0.798638279830447,0.09211919693473625,0.7005237443448205,0.4784541544805757
4109,4109.bmp,0.43086937315891416,0.600277826250771,0.5806055999176754,0.42081918000537744,0.4666438409940782,0.8127552796340931,0.7851240436445588,0.40949245244920396,0.9128899901618179,0.9721516794278469
4110,4110.bmp,0.9588843046672417,0.6411373131755796,0.14115556962705056,0.3733072582653191,0.3494342708814223,0.8070144646961868,0.21646590188998582,0.5171873494593084,0.1284231063202712,0.8267469361671755
4111,4111.bmp,0.8654672755970649,0.5435922817353149,0.8922382353806347,0.936056824967809,0.23861431499645824,0.3129028536554389,0.8465108764463336,0.4329149434830656,0.5048990955052498,0.7533790856917356
4112,4112.bmp,0.7252234163345948,0.21135134575202053,0.7822964116600151,0.9326383263951398,0.2469239630081277,0.32145207802319253,0.242901469379306,0.24394901801543734,0.7523171199998034,0.1295780189382726
4113,4113.bmp,0.2234769449148718,0.1109984847591382,0.7692820476232235,0.5227091395273549,0.28583755930445587,0.7515631132415127,0.6293249416413685,0.6406474652488121,0.22780504496792797,0.3162036758420983
4114,4114.bmp,0.07019484774950357,0.07813035233110965,0.15836589889928943,0.615997892841089,0.31695899602760513,0.5950535384357394,0.8351389707981259,0.46782891426957873,0.17154424289281478,0.7819723378234206
4115,4115.bmp,0.3793908671766262,0.8932172587706521,0.7525491616445608,0.47492012708988296,0.02991118288447392,0.9179373628700638,0.08282067070538202,0.010813805616215033,0.3801700558816714,0.06176264353616434
4116,4116.bmp,0.6572636406977714,0.24994681985135359,0.545376282008742,0.26005176503795,0.0013137044845273893,0.449204208519451,0.42978506142308137,0.393688016771096,0.3487251836990166,0.587463450710787
4117,4117.bmp,0.06042353353521668,0.32754285234950575,0.8236916055917741,0.07013498921114847,0.5788674677462957,0.5414128243666754,0.9784708216411087,0.12250268920540297,0.8449790499803206,0.6077447683719296
4118,4118.bmp,0.8733329942245871,0.5546930529954195,0.5853202340733162,0.398479221041942,0.41734616971792604,0.43832933961924114,0.5263839704527175,0.9610743561474904,0.3718037631011597,0.3225557634592555
4119,4119.bmp,0.641322416532874,0.7298882551761188,0.27530139173763357,0.493850923965211,0.9264489874601936,0.678598440593238,0.114611014984354,0.35599796127295,0.35787726295564826,0.37008569608519837
4120,4120.bmp,0.9201606908304001,0.5268401693998677,0.3536896278484547,0.607530692311477,0.6161535484645813,0.8603834413809383,0.2708367939704266,0.864276860227628,0.2550144558269708,0.8480649515855609
4121,4121.bmp,0.6135840815757082,0.14583596452095215,0.03641040513504179,0.7264084788935609,0.4475977407324748,0.9659171367280833,0.8165677953869731,0.011647146199257996,0.8449455929826546,0.0892566310538393
4122,4122.bmp,0.4761709477165046,0.9329597968764047,0.019907837697905606,0.9626773007061786,0.8111171729780818,0.9985107968369059,0.5233231604635724,0.6887468779392218,0.6607284974876056,0.2996840038742542
4123,4123.bmp,0.17397904950093823,0.6616821954716514,0.7732831328664371,0.47545226204712043,0.906717270067332,0.7004351940778848,0.6494994150059619,0.3619128150290065,0.9501080207056568,0.27457876319940766
4124,4124.bmp,0.5358905632970711,0.38175151181983613,0.35830340738513167,0.2080323591155867,0.21086103537781165,0.7843156647824424,0.6110574469299649,0.7502968966211089,0.04473231171676528,0.05021030314570696
4125,4125.bmp,0.34478378275154087,0.9901666135893652,0.3876669199872479,0.9893806938839581,0.34673234954261467,0.03247577519266032,0.9479446181403239,0.9564127038021695,0.7559284603453793,0.9632028508578215
4126,4126.bmp,0.5307919632615774,0.7407509263691553,0.3371747894354047,0.19566060300864863,0.782831939546788,0.7727867540102241,0.9891105806123105,0.20804398243487954,0.11721777892530683,0.7438375604066657
4127,4127.bmp,0.3243360837370559,0.19413116911575767,0.8954302042862351,0.49334482713563055,0.6466793344649912,0.7527561294578633,0.43174196643749263,0.12815590617583938,0.5898464603106192,0.26675258231367505
4128,4128.bmp,0.8477445646125129,0.029567035997763336,0.32214533662290123,0.03841827881519755,0.7652002094449037,0.6234382864509712,0.14776484840558557,0.37358012729741485,0.4019284854604912,0.6526032260522086
4129,4129.bmp,0.8471063866907402,0.16964966331745224,0.8313191328156124,0.7798912165916216,0.06536337491637367,0.048280480125076686,0.15230456346885468,0.39335903203027944,0.9475825917555578,0.5822798456591373
4130,4130.bmp,0.36222094590335896,0.8901404515733377,0.8025119913609116,0.7486939669617103,0.14394281291389444,0.7295833602491595,0.032792378736965944,0.730664867978872,0.5943673143866632,0.5214176791830959
4131,4131.bmp,0.19030793013426361,0.40835223494085493,0.8837621627901574,0.2733259381540474,0.7754792055542223,0.3779076278896444,0.9930605490215003,0.6070105849635394,0.1573501368781598,0.7744120681935099
4132,4132.bmp,0.06859095476346555,0.26345377705787465,0.9337474511609735,0.2238993260398071,0.6495136878648249,0.5082749962193727,0.07035381569805488,0.8112147738636406,0.2752154504604787,0.18493339258123953
4133,4133.bmp,0.6681582207554508,0.8937067511822416,0.3480562077141023,0.10153891567203821,0.2532369462997549,0.8771455642903265,0.09251831877401795,0.3619382480836636,0.8747775830913227,0.6481737202376733
4134,4134.bmp,0.6893549917151287,0.0900101862455489,0.7669976367092701,0.22887632628308308,0.7686514214552959,0.39330222350169985,0.6441540441583529,0.3128839167327858,0.16941937270272034,0.27770893236957983
4135,4135.bmp,0.6149066560440074,0.9963417271238495,0.3529812124360209,0.2263572834435984,0.44989254692528047,0.9452080924326568,0.39816945891814315,0.6215013487585963,0.6289735822574107,0.2831515230122318
4136,4136.bmp,0.6769237720770863,0.6854229178394495,0.155573173115776,0.261442215557663,0.024836007675119842,0.8585220589910474,0.8203600584499572,0.2287262276873654,0.6097819167453575,0.5040199289796119
4137,4137.bmp,0.18805414195358106,0.8223377157819621,0.24331099454530103,0.021226506494006925,0.5472544175833955,0.31049851153005503,0.33753017106472605,0.5282418127208715,0.9189659470280339,0.8577177555517869
4138,4138.bmp,0.9024452198191045,0.9415556574885514,0.17053359774060772,0.17292556883792576,0.6227794920642061,0.6036820931344974,0.7900981501849202,0.042233791757538275,0.5615381624961852,0.13687571642302276
4139,4139.bmp,0.44424553803198685,0.38311743651302843,0.08022698480082968,0.6661389111986563,0.24728034688897305,0.47018936081932916,0.2730205645196957,0.49760232111535896,0.9645187210491221,0.6836042870123487
